YEAR;MONTH;FLIGHT_NUMBER;ORIGIN;DESTINATION;DURATION;DELAY
2011;10;5000;TIA;MPL;120;20
2013;10;5015;SVQ;null;62;2
2012;8;5023;GLA;SXF;183;18
2010;5;5020;LPL;LTN;157;2
2010;11;5008;LPA;LUX;104;24
2012;6;5023;GLA;SXF;159;-6
2013;6;5016;IST;BHX;90;15
2011;6;5013;OSL;ACE;188;18
2013;6;5019;LCY;LPL;154;24
2011;11;5024;SXF;CDG;71;-9
2010;4;5016;IST;BHX;106;31
2010;9;5020;LPL;LTN;147;-8
2010;5;5022;MAN;GLA;200;-10
2010;3;5002;BVA;FMM;105;15
2011;9;5012;null;OSL;171;21
2010;9;5004;TBS;CGN;264;24
2010;1;5002;BVA;FMM;81;-9
2011;3;5000;TIA;MPL;121;21
2013;11;5014;ACE;SVQ;38;-2
2011;3;5014;ACE;SVQ;40;0
2011;10;5023;GLA;SXF;185;20
2010;5;5009;LUX;TGD;119;19
2012;9;5009;LUX;TGD;107;7
2010;7;5019;LCY;LPL;156;26
2011;6;5022;MAN;GLA;238;28
2011;7;5013;OSL;ACE;179;9
2012;11;5012;BGO;OSL;160;10
2010;1;5023;GLA;SXF;167;2
2010;1;5010;TGD;AMS;111;16
2011;5;5022;MAN;GLA;245;35
2012;12;5015;SVQ;IST;85;25
2011;11;5010;TGD;AMS;130;35
2013;4;5012;null;OSL;148;-2
2010;3;5017;BHX;JER;87;22
2012;10;5013;OSL;ACE;167;-3
2011;4;5013;OSL;ACE;185;15
2012;11;5014;ACE;SVQ;58;18
2013;12;5020;LPL;LTN;158;3
2013;7;5022;MAN;GLA;238;28
2010;3;5009;LUX;TGD;103;3
2011;12;5010;TGD;AMS;104;9
2011;7;5013;OSL;ACE;195;25
2013;11;5018;JER;LCY;137;2
2011;4;5014;ACE;SVQ;52;12
2010;1;5026;TXL;DUS;91;-9
2013;10;5017;BHX;JER;86;21
2010;12;5017;BHX;JER;93;28
2011;11;5001;MPL;BVA;113;-7
2012;11;5005;CGN;MAD;142;32
2013;10;5017;BHX;JER;60;-5
2010;5;5012;BGO;OSL;149;-1
2012;8;5009;LUX;TGD;97;-3
2011;11;5019;LCY;LPL;137;7
2011;8;5007;BCN;LPA;94;24
2010;11;5013;OSL;ACE;200;30
2012;4;5009;LUX;TGD;126;26
2011;11;5003;FMM;TBS;83;28
2012;6;5010;TGD;AMS;95;0
2011;4;5021;LTN;MAN;232;32
2012;3;5008;LPA;LUX;79;-1
2010;4;5014;ACE;SVQ;50;10
2011;9;5024;SXF;CDG;94;14
2011;6;5009;LUX;TGD;129;29
2012;5;5020;LPL;LTN;169;14
2011;10;5016;IST;BHX;108;33
2011;8;5019;LCY;LPL;148;18
2011;11;5007;BCN;LPA;98;28
2012;7;5000;TIA;MPL;111;11
2012;10;5011;AMS;BGO;195;15
2010;9;5007;BCN;LPA;94;24
2010;7;5010;TGD;AMS;124;29
2013;6;5017;BHX;JER;55;-10
2012;11;5007;BCN;LPA;81;11
2012;8;5018;JER;LCY;128;-7
2010;5;5008;LPA;LUX;77;-3
2012;3;5000;TIA;MPL;134;34
2013;4;5005;CGN;MAD;136;26
2011;5;5004;TBS;CGN;238;-2
2011;9;5013;OSL;ACE;186;16
2013;4;5019;LCY;LPL;159;29
2011;12;5000;TIA;MPL;102;2
2013;7;5018;JER;LCY;127;-8
2012;1;5023;GLA;SXF;179;14
2013;3;5001;MPL;BVA;115;-5
2012;5;5001;MPL;BVA;148;28
2010;8;5003;FMM;TBS;57;2
2010;1;5016;IST;BHX;100;25
2011;1;5025;CDG;TXL;97;27
2013;6;5002;BVA;FMM;102;12
2012;1;5001;MPL;BVA;116;-4
2010;4;5015;SVQ;IST;68;8
2013;8;5000;TIA;MPL;113;13
2012;1;5017;BHX;JER;57;-8
2011;9;5023;GLA;SXF;155;-10
2011;12;5009;LUX;TGD;135;35
2012;7;5008;LPA;LUX;77;-3
2011;11;5008;LPA;LUX;72;-8
2012;3;5014;ACE;SVQ;52;12
2010;10;5012;BGO;OSL;160;10
2013;3;5025;CDG;TXL;69;-1
2010;9;5004;TBS;CGN;249;9
2010;10;5002;BVA;FMM;95;5
2011;4;5019;LCY;LPL;156;26
2012;7;5019;LCY;LPL;141;11
2010;6;5003;FMM;TBS;60;5
2012;10;5000;TIA;MPL;107;7
2012;12;5004;TBS;CGN;232;-8
2011;5;5013;OSL;ACE;191;21
2011;11;5026;TXL;DUS;96;-4
2012;7;5005;CGN;MAD;128;18
2010;9;5014;ACE;SVQ;61;21
2012;2;5025;CDG;TXL;80;10
2010;7;5003;FMM;TBS;79;24
2011;4;5000;TIA;MPL;96;-4
2012;10;5020;LPL;LTN;168;13
2011;10;5006;MAD;BCN;91;6
2013;6;5021;LTN;MAN;207;7
2013;4;5003;FMM;TBS;71;16
2011;6;5026;TXL;DUS;132;32
2011;8;5000;TIA;MPL;100;0
2011;8;5014;ACE;SVQ;53;13
2013;2;5023;GLA;SXF;180;15
2010;9;5013;OSL;ACE;195;25
2013;4;5009;LUX;TGD;114;14
2012;10;5005;CGN;MAD;104;-6
2013;10;5010;TGD;AMS;102;7
2010;2;5021;LTN;MAN;198;-2
2012;11;5007;BCN;LPA;64;-6
2012;7;5003;FMM;TBS;75;20
2013;12;5012;BGO;OSL;178;28
2013;10;5013;OSL;ACE;161;-9
2011;6;5025;CDG;TXL;83;13
2010;12;5000;TIA;MPL;121;21
2013;9;5026;TXL;DUS;98;-2
2012;12;5015;SVQ;IST;86;26
2011;11;5025;CDG;TXL;72;2
2013;11;5010;TGD;AMS;104;9
2011;10;5021;LTN;MAN;230;30
2012;8;5009;LUX;TGD;116;16
2011;11;5008;LPA;LUX;99;19
2012;4;5024;SXF;CDG;85;5
2010;5;5018;JER;LCY;159;24
2013;2;5006;MAD;BCN;107;22
2012;2;5009;LUX;TGD;132;32
2011;8;5007;BCN;LPA;81;11
2013;6;5024;null;CDG;72;-8
2012;2;5016;IST;BHX;90;15
2010;8;5001;MPL;BVA;132;12
2010;4;5008;LPA;LUX;97;17
2012;11;5011;AMS;BGO;200;20
2013;6;5006;MAD;BCN;96;11
2012;12;5019;LCY;LPL;133;3
2012;6;5009;LUX;TGD;109;9
2013;2;5004;TBS;CGN;245;5
2010;6;5024;SXF;CDG;93;13
2012;2;5024;SXF;CDG;108;28
2011;5;5012;BGO;OSL;162;12
2011;4;5016;IST;BHX;71;-4
2012;2;5002;BVA;FMM;104;14
2013;8;5026;TXL;DUS;97;-3
2011;4;5009;LUX;TGD;104;4
2013;10;5023;GLA;SXF;200;35
2012;11;5020;LPL;LTN;163;8
2013;3;5026;TXL;DUS;131;31
2013;1;5025;CDG;TXL;67;-3
2011;2;5021;LTN;MAN;211;11
2010;12;5026;TXL;DUS;108;8
2010;2;5003;FMM;TBS;51;-4
2010;2;5022;MAN;GLA;203;-7
2010;12;5017;BHX;JER;70;5
2012;1;5004;TBS;CGN;246;6
2011;11;5013;OSL;ACE;163;-7
2013;7;5002;BVA;FMM;112;22
2012;4;5007;BCN;LPA;101;31
2010;2;5019;LCY;LPL;142;12
2010;9;5000;TIA;MPL;113;13
2012;11;5011;AMS;BGO;202;22
2010;10;5015;SVQ;IST;60;0
2010;8;5017;BHX;JER;72;7
2011;10;5006;MAD;BCN;90;5
2010;11;5001;MPL;BVA;138;18
2011;2;5024;SXF;CDG;110;30
2010;6;5000;TIA;MPL;115;15
2011;8;5026;TXL;DUS;115;15
2012;11;5011;AMS;BGO;215;35
2010;12;5019;LCY;LPL;162;32
2012;2;5006;MAD;BCN;112;27
2013;4;5023;GLA;SXF;192;27
2013;4;5020;LPL;LTN;147;-8
2013;10;5003;FMM;TBS;86;31
2013;8;5011;AMS;BGO;179;-1
2010;6;5015;SVQ;IST;61;1
2012;7;5000;TIA;MPL;102;2
2012;6;5009;LUX;TGD;109;9
2012;5;5024;null;CDG;70;-10
2012;4;5026;TXL;DUS;106;6
2010;1;5013;OSL;ACE;192;22
2010;9;5001;MPL;null;132;12
2013;3;5006;MAD;BCN;84;-1
2013;10;5001;MPL;null;121;1
2012;1;5017;BHX;JER;81;16
2011;8;5005;CGN;MAD;139;29
2012;12;5005;CGN;MAD;109;-1
2013;3;5014;ACE;SVQ;56;16
2012;12;5022;MAN;GLA;222;12
2012;6;5012;BGO;OSL;148;-2
2010;11;5016;IST;BHX;85;10
2011;4;5012;null;OSL;141;-9
2010;12;5002;BVA;FMM;98;8
2012;2;5023;GLA;SXF;170;5
2011;3;5021;LTN;MAN;229;29
2010;5;5026;TXL;DUS;98;-2
2013;7;5012;BGO;OSL;144;-6
2010;5;5019;LCY;LPL;156;26
2010;6;5014;ACE;SVQ;45;5
2010;9;5006;MAD;BCN;78;-7
2013;11;5023;GLA;SXF;156;-9
2011;10;5019;LCY;LPL;124;-6
2010;6;5003;FMM;TBS;83;28
2011;5;5008;LPA;LUX;115;35
2013;10;5021;LTN;MAN;214;14
2013;10;5017;BHX;JER;96;31
2011;12;5021;LTN;MAN;210;10
2011;2;5017;BHX;JER;63;-2
2011;11;5012;BGO;OSL;160;10
2011;3;5018;JER;LCY;134;-1
2010;7;5009;LUX;TGD;129;29
2013;6;5005;CGN;MAD;116;6
2013;12;5004;TBS;CGN;261;21
2011;5;5006;MAD;BCN;107;22
2011;10;5008;LPA;LUX;84;4
2011;5;5007;BCN;LPA;87;17
2010;7;5019;LCY;LPL;130;0
2012;8;5018;JER;LCY;130;-5
2011;11;5010;TGD;AMS;112;17
2011;6;5019;LCY;LPL;155;25
2011;1;5025;CDG;TXL;86;16
2013;10;5009;LUX;TGD;108;8
2011;10;5002;BVA;FMM;106;16
2010;10;5012;BGO;OSL;169;19
2013;10;5002;BVA;FMM;107;17
2010;9;5006;MAD;BCN;103;18
2013;7;5024;null;CDG;105;25
2011;11;5014;ACE;SVQ;48;8
2013;11;5023;GLA;SXF;165;0
2013;9;5016;IST;BHX;98;23
2010;2;5018;JER;LCY;144;9
2010;2;5001;MPL;BVA;110;-10
2010;9;5013;OSL;ACE;190;20
2013;3;5026;TXL;DUS;97;-3
2013;10;5008;LPA;LUX;113;33
2010;2;5001;MPL;BVA;129;9
2013;1;5011;AMS;BGO;189;9
2011;12;5015;SVQ;null;82;22
2013;5;5012;BGO;OSL;185;35
2012;1;5004;TBS;CGN;245;5
2013;1;5025;CDG;TXL;94;24
2013;3;5026;TXL;DUS;127;27
2013;5;5013;OSL;ACE;186;16
2011;1;5013;OSL;ACE;184;14
2013;9;5017;BHX;JER;82;17
2010;9;5010;TGD;AMS;97;2
2012;1;5022;MAN;GLA;237;27
2012;7;5026;TXL;DUS;96;-4
2010;10;5018;JER;LCY;133;-2
2012;11;5024;SXF;CDG;110;30
2011;2;5019;LCY;LPL;144;14
2012;7;5008;LPA;LUX;88;8
2011;2;5020;LPL;LTN;181;26
2010;8;5003;FMM;TBS;76;21
2013;3;5009;LUX;TGD;90;-10
2011;2;5012;null;OSL;144;-6
2013;12;5014;ACE;SVQ;31;-9
2011;1;5006;MAD;BCN;84;-1
2013;11;5013;OSL;ACE;201;31
2010;5;5016;IST;BHX;73;-2
2010;12;5002;BVA;FMM;102;12
2011;2;5021;LTN;MAN;219;19
2010;6;5020;LPL;LTN;166;11
2012;1;5018;JER;LCY;157;22
2013;10;5011;AMS;BGO;174;-6
2011;6;5001;MPL;BVA;119;-1
2011;1;5012;BGO;OSL;176;26
2010;9;5006;MAD;BCN;117;32
2013;11;5025;CDG;TXL;103;33
2010;9;5011;AMS;BGO;209;29
2011;4;5026;TXL;DUS;135;35
2013;9;5025;CDG;TXL;80;10
2013;11;5008;LPA;LUX;86;6
2012;8;5012;BGO;OSL;158;8
2013;7;5008;LPA;LUX;79;-1
2013;6;5004;TBS;CGN;246;6
2010;10;5017;BHX;JER;81;16
2011;12;5016;IST;BHX;109;34
2012;7;5011;AMS;BGO;214;34
2013;8;5001;MPL;BVA;133;13
2013;12;5022;MAN;GLA;227;17
2010;1;5018;JER;LCY;170;35
2010;5;5012;BGO;OSL;167;17
2011;11;5011;AMS;BGO;198;18
2012;8;5025;CDG;TXL;80;10
2010;9;5016;IST;BHX;108;33
2011;6;5010;TGD;AMS;87;-8
2010;5;5002;BVA;FMM;100;10
2013;12;5017;BHX;JER;86;21
2013;9;5026;TXL;DUS;130;30
2013;11;5004;TBS;CGN;232;-8
2012;7;5023;GLA;SXF;185;20
2011;5;5010;TGD;AMS;102;7
2013;2;5021;LTN;MAN;228;28
2012;12;5018;JER;LCY;161;26
2010;1;5008;LPA;LUX;86;6
2010;11;5013;OSL;ACE;192;22
2013;7;5002;BVA;FMM;85;-5
2010;7;5014;ACE;SVQ;62;22
2012;6;5001;MPL;BVA;145;25
2013;3;5022;MAN;GLA;205;-5
2011;7;5004;TBS;CGN;236;-4
2012;1;5019;LCY;LPL;161;31
2011;11;5014;ACE;SVQ;49;9
2013;2;5018;JER;LCY;163;28
2013;2;5014;ACE;SVQ;30;-10
2013;12;5001;MPL;BVA;143;23
2012;11;5003;FMM;TBS;45;-10
2013;4;5010;TGD;AMS;109;14
2013;8;5013;OSL;ACE;187;17
2011;11;5026;TXL;DUS;96;-4
2012;10;5005;CGN;MAD;114;4
2013;1;5018;JER;LCY;169;34
2012;10;5015;SVQ;IST;86;26
2010;12;5025;CDG;TXL;86;16
2013;9;5022;MAN;GLA;241;31
2013;11;5019;LCY;LPL;128;-2
2011;6;5002;BVA;FMM;114;24
2010;8;5005;CGN;MAD;132;22
2013;12;5003;FMM;TBS;45;-10
2011;9;5007;BCN;LPA;68;-2
2011;5;5008;LPA;LUX;94;14
2011;3;5009;LUX;TGD;127;27
2011;12;5003;FMM;TBS;48;-7
2012;8;5008;LPA;LUX;113;33
2013;10;5015;SVQ;IST;93;33
2010;2;5013;OSL;ACE;172;2
2010;4;5005;CGN;MAD;139;29
2013;3;5010;TGD;AMS;107;12
2012;8;5001;MPL;BVA;111;-9
2012;8;5013;OSL;ACE;203;33
2013;7;5009;LUX;TGD;101;1
2013;9;5012;BGO;OSL;145;-5
2013;8;5022;MAN;GLA;239;29
2011;11;5007;BCN;LPA;66;-4
2010;6;5016;IST;BHX;73;-2
2012;7;5009;LUX;TGD;133;33
2013;8;5003;FMM;TBS;89;34
2011;8;5020;LPL;LTN;175;20
2011;4;5010;TGD;AMS;115;20
2012;10;5020;LPL;LTN;187;32
2013;2;5013;OSL;ACE;166;-4
2013;6;5026;TXL;DUS;132;32
2011;12;5014;ACE;SVQ;58;18
2011;11;5002;BVA;FMM;113;23
2013;8;5023;GLA;SXF;195;30
2013;10;5000;TIA;MPL;112;12
2011;3;5025;CDG;TXL;70;0
2011;12;5020;LPL;LTN;169;14
2011;11;5013;OSL;ACE;187;17
2011;12;5018;JER;LCY;165;30
2013;5;5003;FMM;TBS;59;4
2012;2;5024;SXF;CDG;110;30
2010;5;5013;OSL;ACE;192;22
2010;5;5019;LCY;LPL;151;21
2011;12;5019;LCY;LPL;138;8
2010;7;5017;BHX;JER;78;13
2010;11;5017;BHX;JER;90;25
2010;4;5008;LPA;LUX;77;-3
2011;3;5010;TGD;AMS;101;6
2013;4;5004;TBS;CGN;244;4
2010;12;5025;CDG;TXL;65;-5
2010;2;5003;FMM;TBS;62;7
2010;8;5004;TBS;CGN;244;4
2012;6;5009;LUX;TGD;127;27
2011;10;5023;GLA;SXF;160;-5
2011;1;5025;CDG;TXL;103;33
2010;8;5024;null;CDG;108;28
2013;10;5015;SVQ;IST;78;18
2012;11;5016;IST;BHX;96;21
2012;4;5014;ACE;SVQ;72;32
2012;12;5000;TIA;MPL;102;2
2013;4;5005;CGN;MAD;118;8
2013;10;5022;MAN;GLA;221;11
2012;8;5026;TXL;DUS;105;5
2013;5;5007;BCN;LPA;64;-6
2012;6;5018;JER;LCY;169;34
2011;2;5005;CGN;MAD;124;14
2011;4;5013;OSL;ACE;201;31
2013;1;5018;JER;LCY;131;-4
2010;9;5013;OSL;ACE;186;16
2010;11;5022;MAN;GLA;228;18
2012;3;5009;LUX;TGD;96;-4
2013;9;5013;OSL;ACE;203;33
2011;11;5001;MPL;BVA;139;19
2011;9;5013;OSL;ACE;196;26
2013;10;5004;TBS;CGN;272;32
2013;10;5009;LUX;TGD;133;33
2012;2;5013;OSL;ACE;168;-2
2012;6;5020;LPL;LTN;175;20
2012;1;5012;null;OSL;166;16
2013;7;5020;LPL;LTN;172;17
2010;3;5023;GLA;SXF;196;31
2011;11;5019;LCY;LPL;148;18
2013;5;5001;MPL;BVA;138;18
2010;12;5018;JER;LCY;126;-9
2010;10;5005;CGN;MAD;104;-6
2010;7;5015;SVQ;IST;62;2
2011;3;5007;BCN;LPA;103;33
2012;5;5011;AMS;BGO;197;17
2011;2;5000;TIA;MPL;98;-2
2010;7;5012;BGO;OSL;164;14
2012;4;5005;CGN;MAD;144;34
2013;10;5013;OSL;ACE;189;19
2011;5;5003;FMM;TBS;55;0
2010;8;5009;LUX;TGD;90;-10
2010;7;5003;FMM;TBS;63;8
2010;12;5021;LTN;MAN;227;27
2010;9;5002;BVA;FMM;110;20
2010;7;5023;GLA;SXF;185;20
2013;6;5019;LCY;LPL;133;3
2010;2;5006;MAD;BCN;114;29
2010;1;5011;AMS;BGO;194;14
2011;5;5003;FMM;TBS;56;1
2010;4;5025;CDG;TXL;88;18
2013;4;5002;BVA;FMM;123;33
2012;9;5008;LPA;LUX;87;7
2012;4;5014;ACE;SVQ;74;34
2010;6;5017;BHX;JER;93;28
2010;5;5017;BHX;JER;81;16
2013;6;5012;BGO;OSL;156;6
2010;8;5016;IST;BHX;79;4
2011;8;5023;GLA;SXF;157;-8
2010;12;5025;CDG;TXL;70;0
2011;12;5003;FMM;TBS;76;21
2011;8;5008;LPA;LUX;103;23
2011;11;5016;IST;BHX;101;26
2012;9;5022;MAN;GLA;205;-5
2011;8;5002;BVA;FMM;116;26
2010;7;5005;CGN;MAD;118;8
2012;3;5006;MAD;BCN;90;5
2013;11;5026;TXL;DUS;128;28
2010;6;5008;LPA;LUX;94;14
2013;2;5006;MAD;BCN;107;22
2010;11;5009;LUX;TGD;122;22
2012;9;5025;CDG;TXL;72;2
2010;10;5008;LPA;LUX;101;21
2013;6;5025;CDG;TXL;88;18
2012;5;5016;IST;BHX;99;24
2011;4;5010;TGD;AMS;116;21
2012;7;5015;SVQ;null;71;11
2011;4;5013;OSL;ACE;176;6
2010;12;5019;LCY;LPL;146;16
2013;8;5011;AMS;BGO;208;28
2013;12;5020;LPL;LTN;150;-5
2013;2;5002;BVA;FMM;105;15
2011;7;5012;null;OSL;149;-1
2011;10;5011;AMS;BGO;170;-10
2013;7;5022;MAN;GLA;234;24
2010;10;5025;CDG;TXL;68;-2
2012;8;5009;LUX;TGD;132;32
2011;3;5018;JER;LCY;169;34
2010;10;5025;CDG;TXL;95;25
2010;5;5026;TXL;DUS;100;0
2011;4;5013;OSL;ACE;194;24
2012;2;5006;MAD;BCN;87;2
2011;1;5026;TXL;DUS;115;15
2012;4;5025;CDG;TXL;86;16
2012;1;5015;SVQ;IST;75;15
2013;3;5024;SXF;CDG;114;34
2012;9;5012;BGO;OSL;153;3
2013;12;5002;BVA;FMM;118;28
2012;4;5010;TGD;AMS;106;11
2010;1;5014;ACE;SVQ;73;33
2010;8;5020;LPL;LTN;169;14
2011;2;5026;TXL;DUS;126;26
2013;9;5015;SVQ;IST;84;24
2012;12;5005;CGN;MAD;145;35
2012;6;5023;GLA;SXF;156;-9
2013;8;5025;CDG;TXL;60;-10
2013;8;5008;LPA;LUX;100;20
2011;4;5022;MAN;GLA;206;-4
2010;3;5022;MAN;GLA;203;-7
2010;9;5020;LPL;LTN;183;28
2011;5;5025;CDG;TXL;89;19
2012;6;5016;IST;BHX;87;12
2013;2;5026;TXL;DUS;100;0
2013;11;5002;BVA;FMM;92;2
2010;4;5024;SXF;CDG;112;32
2010;6;5002;BVA;FMM;111;21
2013;8;5010;TGD;AMS;88;-7
2010;4;5021;LTN;MAN;220;20
2010;9;5001;MPL;BVA;131;11
2011;12;5015;SVQ;IST;84;24
2010;4;5005;CGN;MAD;136;26
2011;6;5014;ACE;SVQ;56;16
2011;12;5002;BVA;FMM;81;-9
2010;8;5014;ACE;SVQ;69;29
2012;11;5000;TIA;MPL;128;28
2010;3;5003;FMM;TBS;68;13
2011;12;5022;MAN;GLA;218;8
2012;12;5006;MAD;BCN;89;4
2011;1;5026;TXL;DUS;116;16
2011;10;5006;MAD;BCN;111;26
2012;2;5003;FMM;TBS;46;-9
2010;2;5017;BHX;JER;87;22
2012;10;5022;MAN;GLA;233;23
2012;2;5006;MAD;BCN;75;-10
2013;2;5006;MAD;BCN;88;3
2010;1;5006;MAD;BCN;101;16
2013;8;5011;AMS;BGO;179;-1
2012;12;5026;TXL;DUS;93;-7
2013;6;5018;JER;LCY;140;5
2013;2;5001;MPL;BVA;155;35
2011;5;5026;TXL;DUS;100;0
2011;6;5008;LPA;LUX;90;10
2013;1;5000;TIA;MPL;98;-2
2010;8;5020;LPL;LTN;156;1
2013;11;5015;SVQ;IST;50;-10
2011;9;5008;LPA;LUX;91;11
2010;1;5001;MPL;BVA;153;33
2011;9;5015;SVQ;IST;91;31
2011;8;5003;FMM;TBS;61;6
2013;4;5006;MAD;BCN;113;28
2012;10;5009;LUX;TGD;130;30
2011;2;5012;null;OSL;154;4
2011;8;5025;CDG;TXL;85;15
2010;3;5007;BCN;LPA;64;-6
2010;8;5004;TBS;CGN;270;30
2010;5;5005;CGN;MAD;133;23
2011;5;5011;AMS;BGO;193;13
2011;5;5013;OSL;ACE;196;26
2012;11;5019;LCY;LPL;160;30
2010;4;5008;LPA;LUX;71;-9
2013;3;5016;IST;BHX;83;8
2010;1;5015;SVQ;IST;92;32
2010;6;5013;OSL;ACE;193;23
2010;3;5020;LPL;LTN;184;29
2011;5;5004;TBS;CGN;237;-3
2011;3;5001;MPL;BVA;152;32
2011;8;5011;AMS;BGO;187;7
2010;1;5019;LCY;LPL;128;-2
2013;4;5001;MPL;BVA;121;1
2013;8;5020;LPL;LTN;190;35
2011;4;5022;MAN;GLA;236;26
2011;7;5005;CGN;MAD;108;-2
2013;5;5014;ACE;SVQ;65;25
2010;6;5005;CGN;MAD;127;17
2011;5;5008;LPA;LUX;87;7
2012;11;5017;BHX;JER;74;9
2010;8;5022;MAN;GLA;237;27
2013;10;5023;GLA;SXF;159;-6
2013;3;5001;MPL;null;151;31
2012;3;5021;LTN;MAN;234;34
2013;12;5024;SXF;CDG;85;5
2013;1;5002;BVA;FMM;92;2
2012;9;5024;SXF;CDG;90;10
2012;4;5021;LTN;MAN;214;14
2011;7;5025;CDG;TXL;81;11
2011;1;5010;TGD;AMS;89;-6
2013;6;5007;BCN;LPA;74;4
2013;8;5007;BCN;LPA;82;12
2013;11;5019;LCY;LPL;122;-8
2013;9;5013;OSL;ACE;201;31
2013;12;5026;TXL;DUS;127;27
2013;10;5009;LUX;TGD;131;31
2013;4;5015;SVQ;IST;72;12
2010;10;5013;OSL;ACE;188;18
2011;5;5019;LCY;LPL;143;13
2011;6;5004;TBS;CGN;244;4
2012;1;5005;CGN;MAD;139;29
2012;1;5022;MAN;GLA;214;4
2010;3;5023;GLA;SXF;161;-4
2011;5;5025;CDG;TXL;78;8
2012;1;5021;LTN;MAN;209;9
2011;6;5025;CDG;TXL;77;7
2013;1;5009;LUX;TGD;102;2
2012;4;5022;MAN;GLA;205;-5
2011;1;5018;JER;LCY;130;-5
2010;10;5010;TGD;AMS;94;-1
2013;1;5009;LUX;TGD;100;0
2013;2;5003;FMM;TBS;47;-8
2010;7;5024;null;CDG;81;1
2013;10;5001;MPL;BVA;136;16
2012;12;5007;BCN;LPA;94;24
2012;1;5000;TIA;MPL;119;19
2011;2;5009;LUX;TGD;130;30
2010;10;5022;MAN;GLA;201;-9
2012;11;5000;TIA;MPL;134;34
2012;4;5024;SXF;CDG;100;20
2013;12;5013;OSL;ACE;182;12
2010;10;5015;SVQ;IST;90;30
2010;6;5023;GLA;SXF;158;-7
2013;12;5025;CDG;TXL;68;-2
2010;1;5014;ACE;SVQ;69;29
2011;8;5016;IST;BHX;84;9
2013;1;5010;TGD;AMS;92;-3
2013;11;5010;TGD;AMS;90;-5
2010;4;5018;JER;LCY;143;8
2012;3;5002;BVA;FMM;89;-1
2010;2;5015;SVQ;IST;62;2
2010;2;5023;GLA;SXF;193;28
2012;7;5021;LTN;MAN;218;18
2011;5;5008;LPA;LUX;111;31
2011;6;5010;TGD;AMS;85;-10
2010;5;5023;GLA;SXF;165;0
2012;11;5017;BHX;JER;99;34
2011;8;5000;TIA;MPL;121;21
2012;4;5005;CGN;MAD;141;31
2012;2;5022;MAN;GLA;207;-3
2012;6;5011;AMS;BGO;207;27
2010;2;5014;ACE;SVQ;70;30
2011;8;5007;BCN;LPA;94;24
2011;2;5007;BCN;LPA;83;13
2013;2;5002;BVA;FMM;106;16
2012;2;5015;SVQ;IST;52;-8
2013;5;5000;TIA;MPL;116;16
2013;11;5005;CGN;MAD;121;11
2012;2;5013;OSL;ACE;179;9
2013;8;5015;SVQ;IST;54;-6
2013;8;5023;GLA;SXF;180;15
2011;11;5015;SVQ;IST;80;20
2013;1;5000;TIA;MPL;125;25
2010;6;5002;BVA;FMM;111;21
2010;2;5008;LPA;LUX;94;14
2013;6;5012;BGO;OSL;146;-4
2010;2;5014;ACE;SVQ;73;33
2012;9;5021;LTN;MAN;235;35
2013;4;5009;LUX;TGD;93;-7
2011;11;5006;MAD;BCN;119;34
2011;11;5024;SXF;CDG;71;-9
2011;12;5019;LCY;LPL;159;29
2012;12;5011;AMS;BGO;174;-6
2010;2;5013;OSL;ACE;185;15
2012;9;5009;LUX;TGD;101;1
2013;6;5009;LUX;TGD;91;-9
2012;12;5020;LPL;LTN;176;21
2012;5;5021;LTN;MAN;190;-10
2012;5;5011;AMS;BGO;198;18
2011;7;5022;MAN;GLA;230;20
2011;5;5019;LCY;LPL;160;30
2011;8;5022;MAN;GLA;217;7
2012;6;5024;SXF;CDG;87;7
2013;3;5002;BVA;FMM;114;24
2013;9;5002;BVA;FMM;96;6
2012;1;5025;CDG;TXL;105;35
2013;9;5024;SXF;CDG;79;-1
2011;7;5015;SVQ;null;88;28
2011;2;5011;AMS;BGO;181;1
2011;2;5012;BGO;OSL;161;11
2010;2;5009;LUX;TGD;100;0
2012;5;5016;IST;BHX;103;28
2013;2;5005;CGN;MAD;107;-3
2010;9;5009;LUX;TGD;101;1
2010;10;5026;TXL;DUS;132;32
2013;1;5020;LPL;LTN;185;30
2013;6;5020;LPL;LTN;158;3
2010;12;5000;TIA;MPL;124;24
2013;5;5015;SVQ;IST;75;15
2011;3;5020;LPL;LTN;158;3
2011;9;5001;MPL;BVA;141;21
2013;3;5002;BVA;FMM;124;34
2011;8;5015;SVQ;IST;88;28
2013;6;5019;LCY;LPL;160;30
2011;5;5014;ACE;SVQ;63;23
2012;11;5020;LPL;LTN;155;0
2010;9;5005;CGN;MAD;127;17
2010;1;5019;LCY;LPL;120;-10
2013;8;5012;BGO;OSL;173;23
2010;8;5009;LUX;TGD;99;-1
2010;12;5000;TIA;MPL;123;23
2010;11;5018;JER;LCY;157;22
2012;12;5011;AMS;BGO;172;-8
2010;11;5006;MAD;BCN;94;9
2012;2;5022;MAN;GLA;212;2
2013;9;5021;LTN;MAN;204;4
2013;2;5016;IST;BHX;84;9
2013;5;5018;JER;LCY;132;-3
2013;9;5005;CGN;MAD;106;-4
2013;2;5022;MAN;GLA;208;-2
2013;4;5014;ACE;SVQ;61;21
2011;6;5009;LUX;TGD;125;25
2013;8;5025;CDG;TXL;61;-9
2010;8;5012;BGO;OSL;181;31
2013;7;5025;CDG;TXL;63;-7
2012;10;5026;TXL;DUS;127;27
2010;1;5025;CDG;TXL;82;12
